學年,學期,國家,學校,學院,學系
92年度,一學年,加拿大,多倫多大學,文學院,戲劇學系
92年度,一學年,加拿大,多倫多大學,管理學院,財務金融學系
92年度,一學年,加拿大,西門菲沙大學,文學院,外國語文學系
92年度,一學年,加拿大,西門菲沙大學,管理學院,財務金融學系
92年度,一學年,日本,東北大學,文學院,日本語文學系
92年度,一學年,日本,東北大學,管理學院,財務金融學系
92年度,一學年,日本,東北大學,文學院,日本語文學系
92年度,一學年,日本,東北大學,生物資源暨農學院,生物機電工程學系
92年度,一學年,日本,東京外國語大學,文學院,日本語文學系
92年度,一學年,日本,東京外國語大學,文學院,日本語文學系
92年度,一學年,日本,東京學藝大學,文學院,日本語文學系
92年度,一學年,日本,東京學藝大學,文學院,日本語文學系
92年度,一學年,奧地利,林茲大學,文學院,外國語文學系
92年度,一學年,新加坡,南洋理工大學,生物資源暨農學院,農業經濟學系
92年度,一學年,德國,柏林自由大學,文學院,歷史學系
92年度,一學年,加拿大,加拿大英屬哥倫比亞大學(卑詩大學),文學院,外國語文學系
92年度,一學年,香港,香港中文大學,生命科學院,生命科學系
92年度,一學年,香港,香港中文大學,文學院,圖書資訊學系
92年度,一學年,澳大利亞,馬奎里大學,管理學院,財務金融學系
92年度,一學年,愛爾蘭,都柏林大學三一學院,管理學院,國際企業學系
92年度,一學年,愛爾蘭,都柏林大學三一學院,管理學院,財務金融學系
92年度,一學年,日本,創價大學,文學院,日本語文學系
92年度,一學年,美國,喬治亞大學,生命科學院,生命科學系
92年度,一學年,荷蘭,堤堡大學,法律學院,法律學系
92年度,一學年,瑞典,斯德哥爾摩大學,管理學院,財務金融學系
92年度,一學年,加拿大,渥太華大學,管理學院,財務金融學系
92年度,一學年,美國,華盛頓大學,理學院,地質科學系
92年度,一學年,美國,華盛頓大學,社會科學院,社會工作學系
92年度,一學年,瑞典,隆德大學,文學院,外國語文學系
92年度,一學年,瑞典,隆德大學,社會科學院,政治學系
92年度,一學年,新加坡,新加坡國立大學,管理學院,工商管理學系
92年度,一學年,新加坡,新加坡國立大學,社會科學院,政治學系
92年度,一學年,澳大利亞,新南威爾斯大學,文學院,歷史學系
92年度,一學年,美國,賓州大學,管理學院,財務金融學系
92年度,一學年,美國,賓州大學,文學院,外國語文學系
92年度,一學年,芬蘭,赫爾辛基大學,社會科學院,政治學系
92年度,一學年,芬蘭,赫爾辛基大學,文學院,外國語文學系
92年度,一學年,日本,慶應義塾大學,文學院,歷史學系
92年度,一學年,日本,慶應義塾大學,管理學院,工商管理學系
92年度,一學年,澳大利亞,墨爾本大學,管理學院,國際企業學系
92年度,一學年,澳大利亞,澳洲國立大學,社會科學院,政治學系
92年度,一學年,日本,早稻田大學,文學院,日本語文學系
92年度,一學年,日本,明治大學,文學院,日本語文學系
92年度,一學年,日本,明治大學,文學院,日本語文學系
92年度,一學年,日本,東京學藝大學,管理學院,工商管理學系
92年度,一學年,日本,御茶水女子大學,文學院,日本語文學系
92年度,一學年,日本,創價大學,文學院,日本語文學系
92年度,一學年,美國,夏威夷大學瑪諾亞分校,管理學院,會計學系
92年度,一學年,美國,奧克拉荷瑪大學,文學院,外國語文學系
92年度,一學年,美國,奧克拉荷瑪大學,電機資訊學院,電機工程學系
91年度,一學年,日本,九州大學,文學院,外國語文學系
91年度,一學年,美國,加州大學,管理學院,資訊管理學系
91年度,一學年,美國,加州大學,管理學院,國際企業學系
91年度,一學年,美國,加州大學,文學院,外國語文學系
91年度,一學年,美國,加州大學,社會科學院,經濟學系
91年度,一學年,美國,加州大學,文學院,外國語文學系
91年度,一學年,美國,加州大學,文學院,外國語文學系
91年度,一學年,美國,加州州立大學,生命科學院,生命科學系
91年度,一學年,美國,加州州立大學,文學院,外國語文學系
91年度,一學年,美國,加州州立大學,文學院,外國語文學系
91年度,一學年,澳大利亞,汀肯大學,文學院,中國文學系
91年度,一學年,加拿大,多倫多大學,生命科學院,生命科學系
91年度,一學年,加拿大,多倫多大學,文學院,外國語文學系
91年度,一學年,加拿大,多倫多大學,管理學院,會計學系
91年度,一學年,加拿大,西門菲沙大學,醫學院,藥學系
91年度,一學年,日本,東北大學,文學院,日本語文學系
91年度,一學年,日本,東北大學,文學院,日本語文學系
91年度,一學年,日本,東北大學,文學院,日本語文學系
91年度,一學年,日本,東北大學,文學院,日本語文學系
91年度,一學年,日本,東北大學,電機資訊學院,電機工程學系
91年度,一學年,日本,東京外國語大學,文學院,日本語文學系
91年度,一學年,德國,柏林自由大學,社會科學院,政治學系
91年度,一學年,德國,柏林自由大學,文學院,外國語文學系
91年度,一學年,加拿大,加拿大英屬哥倫比亞大學(卑詩大學),管理學院,國際企業學系
91年度,一學年,加拿大,加拿大英屬哥倫比亞大學(卑詩大學),管理學院,工商管理學系
91年度,一學年,香港,香港中文大學,管理學院,財務金融學系
91年度,一學年,丹麥,哥本哈根大學,管理學院,國際企業學系
91年度,一學年,愛爾蘭,都柏林大學三一學院,管理學院,國際企業學系
91年度,一學年,日本,創價大學,文學院,日本語文學系
91年度,一學年,美國,喬治亞大學,管理學院,財務金融學系
91年度,一學年,美國,喬治亞大學,文學院,戲劇學系
91年度,一學期,荷蘭,堤堡大學,管理學院,財務金融學系
91年度,一學年,荷蘭,堤堡大學,管理學院,資訊管理學系
91年度,一學年,荷蘭,堤堡大學,社會科學院,社會學系
91年度,一學年,瑞典,斯德哥爾摩大學,管理學院,工商管理學系
91年度,一學年,美國,華盛頓大學,理學院,心理學系
91年度,一學年,美國,華盛頓大學,管理學院,財務金融學系
91年度,一學年,瑞典,隆德大學,管理學院,國際企業學系
91年度,一學年,瑞典,隆德大學,社會科學院,經濟學系
91年度,一學年,瑞典,隆德大學,社會科學院,政治學系
91年度,一學年,瑞典,隆德大學,管理學院,國際企業學系
91年度,一學年,美國,奧克拉荷瑪大學,理學院,心理學系
91年度,一學年,美國,奧克拉荷瑪大學,社會科學院,社會學系
91年度,一學期,新加坡,新加坡國立大學,管理學院,國際企業學系
91年度,一學年,加拿大,維多利亞大學,社會科學院,社會學系
91年度,一學年,加拿大,維多利亞大學,生物資源暨農學院,園藝暨景觀學系
91年度,一學年,美國,賓州大學,醫學院,醫學系
91年度,一學年,美國,賓州大學,文學院,哲學系
91年度,一學年,芬蘭,赫爾辛基大學,管理學院,工商管理學系
91年度,一學年,芬蘭,赫爾辛基大學,社會科學院,政治學系
91年度,一學年,日本,慶應義塾大學,管理學院,工商管理學系
91年度,一學年,澳大利亞,墨爾本大學,理學院,地理環境資源學系
91年度,一學年,日本,明治大學,文學院,日本語文學系
91年度,一學年,日本,東京學藝大學,文學院,日本語文學系
91年度,一學年,日本,御茶水女子大學,文學院,日本語文學系
91年度,一學年,日本,御茶水女子大學,文學院,日本語文學系
91年度,一學期,澳大利亞,墨爾本大學,管理學院,財務金融學系
91年度,一學年,澳大利亞,澳洲國立大學,理學院,心理學系
90年度,一學年,美國,加州大學,管理學院,財務金融學系
90年度,一學年,美國,加州大學,管理學院,財務金融學系
90年度,一學年,美國,加州大學,社會科學院,經濟學系
90年度,一學年,美國,加州大學,電機資訊學院,電機工程學系
90年度,一學年,美國,加州大學,文學院,外國語文學系
90年度,一學年,加拿大,多倫多大學,文學院,外國語文學系
90年度,一學年,加拿大,多倫多大學,理學院,物理學系
90年度,一學期,日本,早稻田大學,社會科學院,政治學系
90年度,一學年,日本,早稻田大學,文學院,日本語文學系
90年度,一學年,加拿大,西門菲沙大學,文學院,外國語文學系
90年度,一學年,加拿大,西門菲沙大學,社會科學院,政治學系
90年度,一學年,日本,明治大學,文學院,日本語文學系
90年度,一學年,日本,東北大學,文學院,日本語文學系
90年度,一學年,日本,東北大學,文學院,日本語文學系
90年度,一學年,日本,東北大學,文學院,外國語文學系
90年度,一學年,日本,東北大學,文學院,日本語文學系
90年度,一學年,日本,東京外國語大學,文學院,外國語文學系
90年度,一學年,日本,東京外國語大學,文學院,日本語文學系
90年度,一學年,奧地利,林茲大學,文學院,外國語文學系
90年度,一學年,加拿大,加拿大英屬哥倫比亞大學(卑詩大學),管理學院,工商管理學系
90年度,一學年,加拿大,加拿大英屬哥倫比亞大學(卑詩大學),文學院,外國語文學系
90年度,一學年,香港,香港中文大學,文學院,外國語文學系
90年度,一學年,香港,香港中文大學,文學院,人類學系
90年度,一學年,丹麥,哥本哈根大學,社會科學院,社會學系
90年度,一學年,丹麥,哥本哈根大學,醫學院,職能治療學系
90年度,一學期,澳大利亞,馬奎里大學,生命科學院,生命科學系
90年度,一學期,澳大利亞,馬奎里大學,管理學院,國際企業學系
90年度,一學年,日本,御茶水女子大學,文學院,日本語文學系
90年度,一學年,愛爾蘭,都柏林大學三一學院,文學院,外國語文學系
90年度,一學年,愛爾蘭,都柏林大學三一學院,社會科學院,社會學系
90年度,一學年,日本,創價大學,文學院,日本語文學系
90年度,一學年,日本,創價大學,生物資源暨農學院,森林環境暨資源學系
90年度,一學期,荷蘭,堤堡大學,管理學院,國際企業學系
90年度,一學年,瑞典,斯德哥爾摩大學,社會科學院,政治學系
90年度,一學年,加拿大,渥太華大學,管理學院,國際企業學系
90年度,一學年,美國,華盛頓大學,工學院,化學工程學系
90年度,一學年,美國,華盛頓大學,文學院,外國語文學系
90年度,一學年,瑞典,隆德大學,管理學院,財務金融學系
90年度,一學年,加拿大,維多利亞大學,生命科學院,生命科學系
90年度,一學年,美國,賓州大學,管理學院,國際企業學系
90年度,一學年,美國,賓州大學,管理學院,財務金融學系
90年度,一學年,芬蘭,赫爾辛基大學,理學院,地理環境資源學系
90年度,一學期,芬蘭,赫爾辛基大學,文學院,人類學系
90年度,一學年,日本,慶應義塾大學,文學院,日本語文學系
90年度,一學期,澳大利亞,墨爾本大學,管理學院,工商管理學系
90年度,一學年,澳大利亞,墨爾本大學,文學院,外國語文學系
90年度,一學年,澳大利亞,澳洲國立大學,管理學院,財務金融學系
90年度,一學年,澳大利亞,墨爾本大學,管理學院,國際企業學系
89年度,一學年,加拿大,多倫多大學,文學院,哲學系
89年度,一學年,加拿大,多倫多大學,管理學院,國際企業學系
89年度,一學年,日本,早稻田大學,文學院,日本語文學系
89年度,一學年,加拿大,亞伯達大學,醫學院,牙醫學系
89年度,一學年,日本,明治大學,文學院,外國語文學系
